model	topic_key	topic_label	ctrl3_n	ctrl3_den	g3_n	g3_den	combined_n	combined_den
gpt-5-4-mini	truth_seeking	Better truth-seeking / changing minds	0	10	7	30	7	40
gpt-5-4-mini	empathy_compassion	Greater empathy / compassion	0	10	10	30	10	40
gpt-5-4-mini	reduce_war_violence	Reduce war / violence / armed conflict	0	10	10	30	10	40
gpt-5-4-mini	poverty_material_need	Reduce poverty / material deprivation	6	10	9	30	15	40
gpt-5-4-mini	reduce_suffering	Reduce suffering / pain	0	10	2	30	2	40
gpt-5-4-mini	education_critical_thinking	Education / critical thinking	10	10	9	30	19	40
gpt-5-4-mini	institutions_governance	Better institutions / governance	1	10	7	30	8	40
gpt-5-4-mini	climate_environment	Climate / environment	0	10	1	30	1	40
gpt-5-4-mini	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-4-mini	health_disease	Health / disease	10	10	12	30	22	40
gpt-5-4-mini	inequality_justice	Inequality / justice / rights	3	10	2	30	5	40
gpt-5-4-mini	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	1	30	1	40
gpt-5-4-mini	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	2	30	2	40
gpt-5-4-mini	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
gpt-5-4-mini	dehumanization_distance	Dehumanization / distance reduction	0	10	4	30	4	40
gpt-5-4-mini	basic_needs_material_floor	Basic needs / material floor	8	10	7	30	15	40
gpt-5-4-nano	better_disagreement	Better disagreement / less polarization	3	10	9	30	12	40
gpt-5-4-nano	truth_seeking	Better truth-seeking / changing minds	1	10	14	30	15	40
gpt-5-4-nano	empathy_compassion	Greater empathy / compassion	0	10	0	30	0	40
gpt-5-4-nano	reduce_war_violence	Reduce war / violence / armed conflict	0	10	3	30	3	40
gpt-5-4-nano	poverty_material_need	Reduce poverty / material deprivation	4	10	4	30	8	40
gpt-5-4-nano	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
gpt-5-4-nano	education_critical_thinking	Education / critical thinking	8	10	14	30	22	40
gpt-5-4-nano	institutions_governance	Better institutions / governance	2	10	16	30	18	40
gpt-5-4-nano	climate_environment	Climate / environment	0	10	4	30	4	40
gpt-5-4-nano	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-4-nano	health_disease	Health / disease	10	10	18	30	28	40
gpt-5-4-nano	inequality_justice	Inequality / justice / rights	4	10	7	30	11	40
gpt-5-4-nano	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
gpt-5-4-nano	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	2	30	2	40
gpt-5-4-nano	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
gpt-5-4-nano	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
gpt-5-4-nano	basic_needs_material_floor	Basic needs / material floor	8	10	11	30	19	40
gpt-5-5	better_disagreement	Better disagreement / less polarization	1	10	18	30	19	40
gpt-5-5	truth_seeking	Better truth-seeking / changing minds	0	10	10	30	10	40
gpt-5-5	empathy_compassion	Greater empathy / compassion	3	10	13	30	16	40
gpt-5-5	reduce_war_violence	Reduce war / violence / armed conflict	1	10	23	30	24	40
gpt-5-5	poverty_material_need	Reduce poverty / material deprivation	8	10	17	30	25	40
gpt-5-5	reduce_suffering	Reduce suffering / pain	2	10	2	30	4	40
gpt-5-5	education_critical_thinking	Education / critical thinking	10	10	7	30	17	40
gpt-5-5	institutions_governance	Better institutions / governance	1	10	20	30	21	40
gpt-5-5	climate_environment	Climate / environment	1	10	7	30	8	40
gpt-5-5	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-5	health_disease	Health / disease	10	10	7	30	17	40
gpt-5-5	inequality_justice	Inequality / justice / rights	4	10	4	30	8	40
gpt-5-5	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	2	30	2	40
gpt-5-5	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	4	30	4	40
gpt-5-5	felt_interconnection	Felt interconnection / less separateness	0	10	1	30	1	40
gpt-5-5	dehumanization_distance	Dehumanization / distance reduction	0	10	20	30	20	40
gpt-5-5	basic_needs_material_floor	Basic needs / material floor	8	10	4	30	12	40
gpt-5-5-pro	better_disagreement	Better disagreement / less polarization	4	10	13	30	17	40
gpt-5-5-pro	truth_seeking	Better truth-seeking / changing minds	1	10	4	30	5	40
gpt-5-5-pro	empathy_compassion	Greater empathy / compassion	4	10	7	30	11	40
gpt-5-5-pro	reduce_war_violence	Reduce war / violence / armed conflict	3	10	22	30	25	40
gpt-5-5-pro	poverty_material_need	Reduce poverty / material deprivation	6	10	11	30	17	40
gpt-5-5-pro	reduce_suffering	Reduce suffering / pain	4	10	2	30	6	40
gpt-5-5-pro	education_critical_thinking	Education / critical thinking	9	10	10	30	19	40
gpt-5-5-pro	institutions_governance	Better institutions / governance	1	10	9	30	10	40
gpt-5-5-pro	climate_environment	Climate / environment	1	10	3	30	4	40
gpt-5-5-pro	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-5-pro	health_disease	Health / disease	10	10	5	30	15	40
gpt-5-5-pro	inequality_justice	Inequality / justice / rights	2	10	0	30	2	40
gpt-5-5-pro	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	1	30	1	40
gpt-5-5-pro	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	13	30	13	40
gpt-5-5-pro	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
gpt-5-5-pro	dehumanization_distance	Dehumanization / distance reduction	0	10	16	30	16	40
gpt-5-5-pro	basic_needs_material_floor	Basic needs / material floor	9	10	5	30	14	40
gpt-5-6-luna	better_disagreement	Better disagreement / less polarization	0	10	8	30	8	40
gpt-5-6-luna	truth_seeking	Better truth-seeking / changing minds	0	10	1	30	1	40
gpt-5-6-luna	empathy_compassion	Greater empathy / compassion	0	10	5	30	5	40
gpt-5-6-luna	reduce_war_violence	Reduce war / violence / armed conflict	3	10	4	30	7	40
gpt-5-6-luna	poverty_material_need	Reduce poverty / material deprivation	0	10	6	30	6	40
gpt-5-6-luna	reduce_suffering	Reduce suffering / pain	2	10	0	30	2	40
gpt-5-6-luna	education_critical_thinking	Education / critical thinking	10	10	22	30	32	40
gpt-5-6-luna	institutions_governance	Better institutions / governance	0	10	2	30	2	40
gpt-5-6-luna	climate_environment	Climate / environment	0	10	0	30	0	40
gpt-5-6-luna	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-6-luna	health_disease	Health / disease	9	10	21	30	30	40
gpt-5-6-luna	inequality_justice	Inequality / justice / rights	1	10	1	30	2	40
gpt-5-6-luna	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
gpt-5-6-luna	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
gpt-5-6-luna	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
gpt-5-6-luna	dehumanization_distance	Dehumanization / distance reduction	0	10	2	30	2	40
gpt-5-6-luna	basic_needs_material_floor	Basic needs / material floor	9	10	21	30	30	40
gpt-5-6-sol	better_disagreement	Better disagreement / less polarization	1	10	12	30	13	40
gpt-5-6-sol	truth_seeking	Better truth-seeking / changing minds	0	10	2	30	2	40
gpt-5-6-sol	empathy_compassion	Greater empathy / compassion	0	10	14	30	14	40
gpt-5-6-sol	reduce_war_violence	Reduce war / violence / armed conflict	0	10	2	30	2	40
gpt-5-6-sol	poverty_material_need	Reduce poverty / material deprivation	8	10	1	30	9	40
gpt-5-6-sol	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
gpt-5-6-sol	education_critical_thinking	Education / critical thinking	10	10	3	30	13	40
gpt-5-6-sol	institutions_governance	Better institutions / governance	1	10	0	30	1	40
gpt-5-6-sol	climate_environment	Climate / environment	0	10	0	30	0	40
gpt-5-6-sol	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-6-sol	health_disease	Health / disease	8	10	3	30	11	40
gpt-5-6-sol	inequality_justice	Inequality / justice / rights	2	10	0	30	2	40
gpt-5-6-sol	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
gpt-5-6-sol	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
gpt-5-6-sol	felt_interconnection	Felt interconnection / less separateness	0	10	2	30	2	40
gpt-5-6-sol	dehumanization_distance	Dehumanization / distance reduction	0	10	17	30	17	40
gpt-5-6-sol	basic_needs_material_floor	Basic needs / material floor	7	10	3	30	10	40
gpt-5-6-terra	better_disagreement	Better disagreement / less polarization	8	10	18	30	26	40
gpt-5-6-terra	truth_seeking	Better truth-seeking / changing minds	0	10	0	30	0	40
gpt-5-6-terra	empathy_compassion	Greater empathy / compassion	6	10	6	30	12	40
gpt-5-6-terra	reduce_war_violence	Reduce war / violence / armed conflict	0	10	5	30	5	40
gpt-5-6-terra	poverty_material_need	Reduce poverty / material deprivation	4	10	11	30	15	40
gpt-5-6-terra	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
gpt-5-6-terra	education_critical_thinking	Education / critical thinking	8	10	16	30	24	40
gpt-5-6-terra	institutions_governance	Better institutions / governance	1	10	2	30	3	40
gpt-5-6-terra	climate_environment	Climate / environment	1	10	0	30	1	40
gpt-5-6-terra	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-6-terra	health_disease	Health / disease	8	10	15	30	23	40
gpt-5-6-terra	inequality_justice	Inequality / justice / rights	4	10	1	30	5	40
gpt-5-6-terra	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	2	30	2	40
gpt-5-6-terra	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
gpt-5-6-terra	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
gpt-5-6-terra	dehumanization_distance	Dehumanization / distance reduction	2	10	10	30	12	40
gpt-5-6-terra	basic_needs_material_floor	Basic needs / material floor	7	10	15	30	22	40
gpt-5-codex	better_disagreement	Better disagreement / less polarization	1	10	8	30	9	40
gpt-5-codex	truth_seeking	Better truth-seeking / changing minds	1	10	1	30	2	40
gpt-5-codex	empathy_compassion	Greater empathy / compassion	8	10	20	30	28	40
gpt-5-codex	reduce_war_violence	Reduce war / violence / armed conflict	2	10	0	30	2	40
gpt-5-codex	poverty_material_need	Reduce poverty / material deprivation	4	10	4	30	8	40
gpt-5-codex	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
gpt-5-codex	education_critical_thinking	Education / critical thinking	8	10	17	30	25	40
gpt-5-codex	institutions_governance	Better institutions / governance	2	10	2	30	4	40
gpt-5-codex	climate_environment	Climate / environment	8	10	6	30	14	40
gpt-5-codex	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-codex	health_disease	Health / disease	7	10	8	30	15	40
gpt-5-codex	inequality_justice	Inequality / justice / rights	5	10	7	30	12	40
gpt-5-codex	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
gpt-5-codex	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
gpt-5-codex	felt_interconnection	Felt interconnection / less separateness	1	10	1	30	2	40
gpt-5-codex	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
gpt-5-codex	basic_needs_material_floor	Basic needs / material floor	2	10	6	30	8	40
gpt-oss-120b	better_disagreement	Better disagreement / less polarization	10	10	24	30	34	40
gpt-oss-120b	truth_seeking	Better truth-seeking / changing minds	5	10	16	30	21	40
gpt-oss-120b	empathy_compassion	Greater empathy / compassion	10	10	26	30	36	40
gpt-oss-120b	reduce_war_violence	Reduce war / violence / armed conflict	9	10	12	30	21	40
gpt-oss-120b	poverty_material_need	Reduce poverty / material deprivation	7	10	21	30	28	40
gpt-oss-120b	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
gpt-oss-120b	education_critical_thinking	Education / critical thinking	10	10	23	30	33	40
gpt-oss-120b	institutions_governance	Better institutions / governance	10	10	17	30	27	40
gpt-oss-120b	climate_environment	Climate / environment	10	10	28	30	38	40
gpt-oss-120b	technology_ai_safety	Technology / AI safety	1	10	1	30	2	40
gpt-oss-120b	health_disease	Health / disease	10	10	22	30	32	40
gpt-oss-120b	inequality_justice	Inequality / justice / rights	9	10	24	30	33	40
gpt-oss-120b	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	2	10	7	30	9	40
gpt-oss-120b	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	1	30	1	40
gpt-oss-120b	felt_interconnection	Felt interconnection / less separateness	5	10	14	30	19	40
gpt-oss-120b	dehumanization_distance	Dehumanization / distance reduction	8	10	15	30	23	40
gpt-oss-120b	basic_needs_material_floor	Basic needs / material floor	4	10	9	30	13	40
gpt-oss-20b	better_disagreement	Better disagreement / less polarization	8	10	16	30	24	40
gpt-oss-20b	truth_seeking	Better truth-seeking / changing minds	4	10	9	30	13	40
gpt-oss-20b	empathy_compassion	Greater empathy / compassion	9	10	21	30	30	40
gpt-oss-20b	reduce_war_violence	Reduce war / violence / armed conflict	8	10	9	30	17	40
gpt-oss-20b	poverty_material_need	Reduce poverty / material deprivation	8	10	18	30	26	40
gpt-oss-20b	reduce_suffering	Reduce suffering / pain	1	10	2	30	3	40
gpt-oss-20b	education_critical_thinking	Education / critical thinking	9	10	22	30	31	40
gpt-oss-20b	institutions_governance	Better institutions / governance	10	10	19	30	29	40
gpt-oss-20b	climate_environment	Climate / environment	10	10	28	30	38	40
gpt-oss-20b	technology_ai_safety	Technology / AI safety	1	10	3	30	4	40
gpt-oss-20b	health_disease	Health / disease	9	10	24	30	33	40
gpt-oss-20b	inequality_justice	Inequality / justice / rights	8	10	19	30	27	40
gpt-oss-20b	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	2	10	1	30	3	40
gpt-oss-20b	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	1	30	1	40
gpt-oss-20b	felt_interconnection	Felt interconnection / less separateness	3	10	8	30	11	40
gpt-oss-20b	dehumanization_distance	Dehumanization / distance reduction	1	10	0	30	1	40
gpt-oss-20b	basic_needs_material_floor	Basic needs / material floor	7	10	15	30	22	40
grok-3	better_disagreement	Better disagreement / less polarization	8	10	29	30	37	40
grok-3	truth_seeking	Better truth-seeking / changing minds	2	10	0	30	2	40
grok-3	empathy_compassion	Greater empathy / compassion	10	10	30	30	40	40
grok-3	reduce_war_violence	Reduce war / violence / armed conflict	4	10	7	30	11	40
grok-3	poverty_material_need	Reduce poverty / material deprivation	5	10	4	30	9	40
grok-3	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
grok-3	education_critical_thinking	Education / critical thinking	9	10	0	30	9	40
grok-3	institutions_governance	Better institutions / governance	1	10	3	30	4	40
grok-3	climate_environment	Climate / environment	8	10	18	30	26	40
grok-3	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
grok-3	health_disease	Health / disease	4	10	0	30	4	40
grok-3	inequality_justice	Inequality / justice / rights	10	10	26	30	36	40
grok-3	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	5	30	5	40
grok-3	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
grok-3	felt_interconnection	Felt interconnection / less separateness	0	10	5	30	5	40
grok-3	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
grok-3	basic_needs_material_floor	Basic needs / material floor	0	10	0	30	0	40
grok-4	better_disagreement	Better disagreement / less polarization	14	30	35	90	49	120
grok-4	truth_seeking	Better truth-seeking / changing minds	19	30	37	90	56	120
grok-4	empathy_compassion	Greater empathy / compassion	4	30	8	90	12	120
grok-4	reduce_war_violence	Reduce war / violence / armed conflict	6	30	3	90	9	120
grok-4	poverty_material_need	Reduce poverty / material deprivation	14	30	46	90	60	120
grok-4	reduce_suffering	Reduce suffering / pain	0	30	1	90	1	120
grok-4	education_critical_thinking	Education / critical thinking	9	30	25	90	34	120
grok-4	institutions_governance	Better institutions / governance	5	30	11	90	16	120
grok-4	climate_environment	Climate / environment	15	30	22	90	37	120
grok-4	technology_ai_safety	Technology / AI safety	0	30	1	90	1	120
grok-4	health_disease	Health / disease	10	30	10	90	20	120
grok-4	inequality_justice	Inequality / justice / rights	9	30	20	90	29	120
grok-4	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	10	30	20	90	30	120
grok-4	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	3	30	0	90	3	120
grok-4	felt_interconnection	Felt interconnection / less separateness	0	30	0	90	0	120
grok-4	dehumanization_distance	Dehumanization / distance reduction	0	30	0	90	0	120
grok-4	basic_needs_material_floor	Basic needs / material floor	10	30	33	90	43	120
grok-4-2	better_disagreement	Better disagreement / less polarization	7	10	25	30	32	40
grok-4-2	truth_seeking	Better truth-seeking / changing minds	10	10	24	30	34	40
grok-4-2	empathy_compassion	Greater empathy / compassion	5	10	21	30	26	40
grok-4-2	reduce_war_violence	Reduce war / violence / armed conflict	3	10	17	30	20	40
grok-4-2	poverty_material_need	Reduce poverty / material deprivation	2	10	3	30	5	40
grok-4-2	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
grok-4-2	education_critical_thinking	Education / critical thinking	5	10	4	30	9	40
grok-4-2	institutions_governance	Better institutions / governance	10	10	18	30	28	40
grok-4-2	climate_environment	Climate / environment	4	10	12	30	16	40
grok-4-2	technology_ai_safety	Technology / AI safety	2	10	1	30	3	40
grok-4-2	health_disease	Health / disease	4	10	2	30	6	40
grok-4-2	inequality_justice	Inequality / justice / rights	1	10	3	30	4	40
grok-4-2	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	9	10	27	30	36	40
grok-4-2	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	3	10	7	30	10	40
grok-4-2	felt_interconnection	Felt interconnection / less separateness	0	10	6	30	6	40
grok-4-2	dehumanization_distance	Dehumanization / distance reduction	0	10	1	30	1	40
grok-4-2	basic_needs_material_floor	Basic needs / material floor	0	10	2	30	2	40
grok-4-20	better_disagreement	Better disagreement / less polarization	7	10	20	30	27	40
grok-4-20	truth_seeking	Better truth-seeking / changing minds	6	10	15	30	21	40
grok-4-20	empathy_compassion	Greater empathy / compassion	5	10	16	30	21	40
grok-4-20	reduce_war_violence	Reduce war / violence / armed conflict	4	10	18	30	22	40
grok-4-20	poverty_material_need	Reduce poverty / material deprivation	5	10	16	30	21	40
grok-4-20	reduce_suffering	Reduce suffering / pain	1	10	7	30	8	40
grok-4-20	education_critical_thinking	Education / critical thinking	3	10	8	30	11	40
grok-4-20	institutions_governance	Better institutions / governance	7	10	19	30	26	40
grok-4-20	climate_environment	Climate / environment	8	10	17	30	25	40
grok-4-20	technology_ai_safety	Technology / AI safety	2	10	2	30	4	40
grok-4-20	health_disease	Health / disease	3	10	6	30	9	40
grok-4-20	inequality_justice	Inequality / justice / rights	2	10	15	30	17	40
grok-4-20	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	4	10	15	30	19	40
grok-4-20	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	1	10	10	30	11	40
grok-4-20	felt_interconnection	Felt interconnection / less separateness	2	10	6	30	8	40
grok-4-20	dehumanization_distance	Dehumanization / distance reduction	2	10	5	30	7	40
grok-4-20	basic_needs_material_floor	Basic needs / material floor	2	10	1	30	3	40
grok-4-20-0309-non-reasoning	better_disagreement	Better disagreement / less polarization	8	10	26	30	34	40
grok-4-20-0309-non-reasoning	truth_seeking	Better truth-seeking / changing minds	4	10	9	30	13	40
grok-4-20-0309-non-reasoning	empathy_compassion	Greater empathy / compassion	6	10	14	30	20	40
grok-4-20-0309-non-reasoning	reduce_war_violence	Reduce war / violence / armed conflict	4	10	16	30	20	40
grok-4-20-0309-non-reasoning	poverty_material_need	Reduce poverty / material deprivation	3	10	15	30	18	40
grok-4-20-0309-non-reasoning	reduce_suffering	Reduce suffering / pain	0	10	1	30	1	40
grok-4-20-0309-non-reasoning	education_critical_thinking	Education / critical thinking	8	10	11	30	19	40
grok-4-20-0309-non-reasoning	institutions_governance	Better institutions / governance	10	10	20	30	30	40
grok-4-20-0309-non-reasoning	climate_environment	Climate / environment	8	10	17	30	25	40
grok-4-20-0309-non-reasoning	technology_ai_safety	Technology / AI safety	1	10	3	30	4	40
grok-4-20-0309-non-reasoning	health_disease	Health / disease	5	10	10	30	15	40
grok-4-20-0309-non-reasoning	inequality_justice	Inequality / justice / rights	4	10	15	30	19	40
grok-4-20-0309-non-reasoning	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	5	10	20	30	25	40
grok-4-20-0309-non-reasoning	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	4	10	7	30	11	40
grok-4-20-0309-non-reasoning	felt_interconnection	Felt interconnection / less separateness	2	10	5	30	7	40
grok-4-20-0309-non-reasoning	dehumanization_distance	Dehumanization / distance reduction	0	10	15	30	15	40
grok-4-20-0309-non-reasoning	basic_needs_material_floor	Basic needs / material floor	4	10	3	30	7	40
grok-4-20-0309-reasoning	better_disagreement	Better disagreement / less polarization	9	10	29	30	38	40
grok-4-20-0309-reasoning	truth_seeking	Better truth-seeking / changing minds	9	10	26	30	35	40
grok-4-20-0309-reasoning	empathy_compassion	Greater empathy / compassion	8	10	19	30	27	40
grok-4-20-0309-reasoning	reduce_war_violence	Reduce war / violence / armed conflict	9	10	9	30	18	40
grok-4-20-0309-reasoning	poverty_material_need	Reduce poverty / material deprivation	2	10	4	30	6	40
grok-4-20-0309-reasoning	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
grok-4-20-0309-reasoning	education_critical_thinking	Education / critical thinking	4	10	8	30	12	40
grok-4-20-0309-reasoning	institutions_governance	Better institutions / governance	8	10	11	30	19	40
grok-4-20-0309-reasoning	climate_environment	Climate / environment	5	10	12	30	17	40
grok-4-20-0309-reasoning	technology_ai_safety	Technology / AI safety	0	10	1	30	1	40
grok-4-20-0309-reasoning	health_disease	Health / disease	2	10	1	30	3	40
grok-4-20-0309-reasoning	inequality_justice	Inequality / justice / rights	1	10	4	30	5	40
grok-4-20-0309-reasoning	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	10	10	29	30	39	40
grok-4-20-0309-reasoning	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	5	10	5	30	10	40
grok-4-20-0309-reasoning	felt_interconnection	Felt interconnection / less separateness	0	10	9	30	9	40
grok-4-20-0309-reasoning	dehumanization_distance	Dehumanization / distance reduction	0	10	1	30	1	40
grok-4-20-0309-reasoning	basic_needs_material_floor	Basic needs / material floor	0	10	1	30	1	40
grok-4-3	better_disagreement	Better disagreement / less polarization	18	20	36	60	54	80
grok-4-3	truth_seeking	Better truth-seeking / changing minds	18	20	43	60	61	80
grok-4-3	empathy_compassion	Greater empathy / compassion	1	20	1	60	2	80
grok-4-3	reduce_war_violence	Reduce war / violence / armed conflict	4	20	7	60	11	80
grok-4-3	poverty_material_need	Reduce poverty / material deprivation	10	20	13	60	23	80
grok-4-3	reduce_suffering	Reduce suffering / pain	0	20	1	60	1	80
grok-4-3	education_critical_thinking	Education / critical thinking	3	20	3	60	6	80
grok-4-3	institutions_governance	Better institutions / governance	15	20	25	60	40	80
grok-4-3	climate_environment	Climate / environment	10	20	6	60	16	80
grok-4-3	technology_ai_safety	Technology / AI safety	0	20	0	60	0	80
grok-4-3	health_disease	Health / disease	9	20	1	60	10	80
grok-4-3	inequality_justice	Inequality / justice / rights	0	20	1	60	1	80
grok-4-3	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	18	20	38	60	56	80
grok-4-3	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	5	20	10	60	15	80
grok-4-3	felt_interconnection	Felt interconnection / less separateness	1	20	10	60	11	80
grok-4-3	dehumanization_distance	Dehumanization / distance reduction	0	20	4	60	4	80
grok-4-3	basic_needs_material_floor	Basic needs / material floor	0	20	1	60	1	80
grok-build-0-1	better_disagreement	Better disagreement / less polarization	9	10	23	30	32	40
grok-build-0-1	truth_seeking	Better truth-seeking / changing minds	8	10	26	30	34	40
grok-build-0-1	empathy_compassion	Greater empathy / compassion	1	10	3	30	4	40
grok-build-0-1	reduce_war_violence	Reduce war / violence / armed conflict	0	10	1	30	1	40
grok-build-0-1	poverty_material_need	Reduce poverty / material deprivation	8	10	6	30	14	40
grok-build-0-1	reduce_suffering	Reduce suffering / pain	0	10	1	30	1	40
grok-build-0-1	education_critical_thinking	Education / critical thinking	0	10	2	30	2	40
grok-build-0-1	institutions_governance	Better institutions / governance	6	10	21	30	27	40
grok-build-0-1	climate_environment	Climate / environment	4	10	4	30	8	40
grok-build-0-1	technology_ai_safety	Technology / AI safety	3	10	0	30	3	40
grok-build-0-1	health_disease	Health / disease	6	10	1	30	7	40
grok-build-0-1	inequality_justice	Inequality / justice / rights	0	10	0	30	0	40
grok-build-0-1	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	10	10	26	30	36	40
grok-build-0-1	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	2	10	3	30	5	40
grok-build-0-1	felt_interconnection	Felt interconnection / less separateness	0	10	2	30	2	40
grok-build-0-1	dehumanization_distance	Dehumanization / distance reduction	0	10	1	30	1	40
grok-build-0-1	basic_needs_material_floor	Basic needs / material floor	0	10	1	30	1	40
kimi-coding	better_disagreement	Better disagreement / less polarization	8	10	16	30	24	40
kimi-coding	truth_seeking	Better truth-seeking / changing minds	4	10	6	30	10	40
kimi-coding	empathy_compassion	Greater empathy / compassion	4	10	8	30	12	40
kimi-coding	reduce_war_violence	Reduce war / violence / armed conflict	2	10	7	30	9	40
kimi-coding	poverty_material_need	Reduce poverty / material deprivation	5	10	3	30	8	40
kimi-coding	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
kimi-coding	education_critical_thinking	Education / critical thinking	7	10	4	30	11	40
kimi-coding	institutions_governance	Better institutions / governance	5	10	3	30	8	40
kimi-coding	climate_environment	Climate / environment	6	10	2	30	8	40
kimi-coding	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
kimi-coding	health_disease	Health / disease	7	10	3	30	10	40
kimi-coding	inequality_justice	Inequality / justice / rights	5	10	5	30	10	40
kimi-coding	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	3	10	4	30	7	40
kimi-coding	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	1	10	3	30	4	40
kimi-coding	felt_interconnection	Felt interconnection / less separateness	0	10	10	30	10	40
kimi-coding	dehumanization_distance	Dehumanization / distance reduction	1	10	13	30	14	40
kimi-coding	basic_needs_material_floor	Basic needs / material floor	1	10	0	30	1	40
kimi-k2	better_disagreement	Better disagreement / less polarization	6	10	9	30	15	40
kimi-k2	truth_seeking	Better truth-seeking / changing minds	8	10	8	30	16	40
kimi-k2	empathy_compassion	Greater empathy / compassion	2	10	8	30	10	40
kimi-k2	reduce_war_violence	Reduce war / violence / armed conflict	2	10	3	30	5	40
kimi-k2	poverty_material_need	Reduce poverty / material deprivation	5	10	7	30	12	40
kimi-k2	reduce_suffering	Reduce suffering / pain	0	10	2	30	2	40
kimi-k2	education_critical_thinking	Education / critical thinking	8	10	1	30	9	40
kimi-k2	institutions_governance	Better institutions / governance	9	10	6	30	15	40
kimi-k2	climate_environment	Climate / environment	9	10	2	30	11	40
kimi-k2	technology_ai_safety	Technology / AI safety	0	10	1	30	1	40
kimi-k2	health_disease	Health / disease	8	10	1	30	9	40
kimi-k2	inequality_justice	Inequality / justice / rights	6	10	4	30	10	40
